,éûçè,K [ﬂC],WT [ﬂC],MG [ﬂC],SC [ﬂC],No5 [V],No6 [V],No7 [V],No8 [V],No9 [V],No10 [V],No11 [V],No12 [V]
2021/09/29,15:56:50,9.59,10.14,10.4,9.78,0,0,0,0,0,0,0,0
2021/09/29,15:56:55,9.48,10.07,10.34,9.76,0,0,0,0,0,0,0,0
2021/09/29,15:57:00,9.45,10.05,10.41,9.75,0,0,0,0,0,0,0,0
2021/09/29,15:57:05,9.8,10.23,10.4,9.81,0,0,0,0,0,0,0,0
2021/09/29,15:57:10,9.78,10.24,10.38,9.81,0,0,0,0,0,0,0,0
2021/09/29,15:57:15,9.68,10.18,10.37,9.82,0,0,0,0,0,0,0,0
2021/09/29,15:57:20,9.68,10.16,10.37,9.81,0,0,0,0,0,0,0,0
2021/09/29,15:57:25,9.82,10.24,10.37,9.78,0,0,0,0,0,0,0,0
2021/09/29,15:57:30,9.65,10.26,10.34,9.8,0,0,0,0,0,0,0,0
2021/09/29,15:57:35,9.75,10.13,10.27,9.81,0,0,0,0,0,0,0,0
2021/09/29,15:57:40,9.51,10.13,10.44,9.78,0,0,0,0,0,0,0,0
2021/09/29,15:57:45,9.72,10.16,10.45,9.73,0,0,0,0,0,0,0,0
2021/09/29,15:57:50,9.65,10.19,10.42,9.73,0,0,0,0,0,0,0,0
2021/09/29,15:57:55,9.64,10.08,10.4,9.74,0,0,0,0,0,0,0,0
2021/09/29,15:58:00,9.61,10.08,10.36,9.73,0,0,0,0,0,0,0,0
2021/09/29,15:58:05,9.61,10.11,10.37,9.73,0,0,0,0,0,0,0,0
2021/09/29,15:58:10,9.6,10.07,10.35,9.7,0,0,0,0,0,0,0,0
2021/09/29,15:58:15,9.6,10.07,10.35,9.69,0,0,0,0,0,0,0,0
2021/09/29,15:58:20,9.62,10.05,10.36,9.67,0,0,0,0,0,0,0,0
2021/09/29,15:58:25,9.54,10.02,10.35,9.66,0,0,0,0,0,0,0,0
2021/09/29,15:58:30,9.53,10.02,10.32,9.64,0,0,0,0,0,0,0,0
2021/09/29,15:58:35,9.54,10.01,10.3,9.64,0,0,0,0,0,0,0,0
2021/09/29,15:58:40,9.5,10.01,10.29,9.63,0,0,0,0,0,0,0,0
2021/09/29,15:58:45,9.51,10.01,10.29,9.62,0,0,0,0,0,0,0,0
2021/09/29,15:58:50,9.5,9.98,10.26,9.6,0,0,0,0,0,0,0,0
2021/09/29,15:58:55,9.46,9.98,10.25,9.59,0,0,0,0,0,0,0,0
2021/09/29,15:59:00,9.49,9.98,10.24,9.59,0,0,0,0,0,0,0,0
2021/09/29,15:59:05,9.45,9.97,10.25,9.57,0,0,0,0,0,0,0,0
2021/09/29,15:59:10,9.49,9.96,10.24,9.56,0,0,0,0,0,0,0,0
2021/09/29,15:59:15,9.47,9.94,10.24,9.56,0,0,0,0,0,0,0,0
2021/09/29,15:59:20,9.49,9.93,10.21,9.55,0,0,0,0,0,0,0,0
2021/09/29,15:59:25,9.55,10,10.19,9.62,0,0,0,0,0,0,0,0
2021/09/29,15:59:30,9.51,9.99,10.17,9.62,0,0,0,0,0,0,0,0
2021/09/29,15:59:35,9.52,9.97,10.18,9.61,0,0,0,0,0,0,0,0
2021/09/29,15:59:40,9.53,9.97,10.17,9.59,0,0,0,0,0,0,0,0
2021/09/29,15:59:45,9.49,9.97,10.26,9.58,0,0,0,0,0,0,0,0
2021/09/29,15:59:50,9.46,9.95,10.24,9.55,0,0,0,0,0,0,0,0
2021/09/29,15:59:55,9.42,9.93,10.24,9.57,0,0,0,0,0,0,0,0
2021/09/29,16:00:00,9.46,9.96,10.21,9.54,0,0,0,0,0,0,0,0
2021/09/29,16:00:05,9.45,9.92,10.23,9.54,0,0,0,0,0,0,0,0
2021/09/29,16:00:10,9.46,9.93,10.21,9.51,0,0,0,0,0,0,0,0
2021/09/29,16:00:15,9.4,9.91,10.19,9.51,0,0,0,0,0,0,0,0
2021/09/29,16:00:20,9.37,9.89,10.19,9.5,0,0,0,0,0,0,0,0
2021/09/29,16:00:25,9.38,9.86,10.17,9.5,0,0,0,0,0,0,0,0
2021/09/29,16:00:30,9.5,9.98,10.14,9.59,0,0,0,0,0,0,0,0
2021/09/29,16:00:35,9.46,9.99,10.16,9.57,0,0,0,0,0,0,0,0
2021/09/29,16:00:40,9.46,9.94,10.14,9.56,0,0,0,0,0,0,0,0
2021/09/29,16:00:45,9.47,9.95,10.19,9.56,0,0,0,0,0,0,0,0
2021/09/29,16:00:50,9.44,9.91,10.12,9.53,0,0,0,0,0,0,0,0
2021/09/29,16:00:55,9.41,9.97,10.1,9.53,0,0,0,0,0,0,0,0
2021/09/29,16:01:00,9.39,9.92,10.09,9.53,0,0,0,0,0,0,0,0
2021/09/29,16:01:05,9.41,9.88,10.09,9.49,0,0,0,0,0,0,0,0
2021/09/29,16:01:10,9.41,9.88,10.09,9.5,0,0,0,0,0,0,0,0
2021/09/29,16:01:15,9.43,9.91,10.06,9.49,0,0,0,0,0,0,0,0
2021/09/29,16:01:20,9.36,9.9,10.03,9.49,0,0,0,0,0,0,0,0
2021/09/29,16:01:25,9.39,9.87,10.03,9.45,0,0,0,0,0,0,0,0
2021/09/29,16:01:30,9.33,9.84,10.02,9.46,0,0,0,0,0,0,0,0
2021/09/29,16:01:35,9.32,9.84,10.14,9.45,0,0,0,0,0,0,0,0
2021/09/29,16:01:40,9.35,9.81,10.14,9.42,0,0,0,0,0,0,0,0
2021/09/29,16:01:45,9.33,9.81,10.11,9.41,0,0,0,0,0,0,0,0
2021/09/29,16:01:50,9.32,9.8,10.11,9.41,0,0,0,0,0,0,0,0
2021/09/29,16:01:55,9.33,9.8,10.08,9.39,0,0,0,0,0,0,0,0
2021/09/29,16:02:00,9.28,9.77,10.08,9.38,0,0,0,0,0,0,0,0
2021/09/29,16:02:05,9.28,9.76,10.07,9.36,0,0,0,0,0,0,0,0
2021/09/29,16:02:10,9.25,9.75,10.07,9.35,0,0,0,0,0,0,0,0
2021/09/29,16:02:15,9.22,9.75,10.04,9.34,0,0,0,0,0,0,0,0
2021/09/29,16:02:20,9.22,9.73,10,9.32,0,0,0,0,0,0,0,0
2021/09/29,16:02:25,9.17,9.72,9.98,9.32,0,0,0,0,0,0,0,0
2021/09/29,16:02:30,9.17,9.81,10.09,9.4,0,0,0,0,0,0,0,0
2021/09/29,16:02:35,9.14,9.79,10.07,9.38,0,0,0,0,0,0,0,0
2021/09/29,16:02:40,9.21,9.79,10.06,9.37,0,0,0,0,0,0,0,0
2021/09/29,16:02:45,9.19,9.79,10.06,9.34,0,0,0,0,0,0,0,0
2021/09/29,16:02:50,9.2,9.89,10.05,9.34,0,0,0,0,0,0,0,0
2021/09/29,16:02:55,9.25,9.81,10.1,9.29,0,0,0,0,0,0,0,0
2021/09/29,16:03:00,9.03,9.68,9.87,9.31,0,0,0,0,0,0,0,0
2021/09/29,16:03:05,9.27,9.71,9.95,9.37,0,0,0,0,0,0,0,0
2021/09/29,16:03:10,9.28,9.71,10.16,9.3,0,0,0,0,0,0,0,0
2021/09/29,16:03:15,9.08,9.7,10.09,9.27,0,0,0,0,0,0,0,0
2021/09/29,16:03:20,9.23,9.71,10.13,9.25,0,0,0,0,0,0,0,0
2021/09/29,16:03:25,9.14,9.74,10.13,9.23,0,0,0,0,0,0,0,0
2021/09/29,16:03:30,9.14,9.74,9.93,9.18,0,0,0,0,0,0,0,0
2021/09/29,16:03:35,9.06,9.59,9.96,9.16,0,0,0,0,0,0,0,0
2021/09/29,16:03:40,9.12,9.6,9.77,9.31,0,0,0,0,0,0,0,0
2021/09/29,16:03:45,9.09,9.58,9.77,9.29,0,0,0,0,0,0,0,0
2021/09/29,16:03:50,9.01,9.51,9.77,9.28,0,0,0,0,0,0,0,0
2021/09/29,16:03:55,8.93,9.63,9.7,9.27,0,0,0,0,0,0,0,0
2021/09/29,16:04:00,9.09,9.62,9.88,9.24,0,0,0,0,0,0,0,0
2021/09/29,16:04:05,9.12,9.7,9.84,9.22,0,0,0,0,0,0,0,0
2021/09/29,16:04:10,9.12,9.66,9.84,9.18,0,0,0,0,0,0,0,0
2021/09/29,16:04:15,9.16,9.7,9.84,9.18,0,0,0,0,0,0,0,0
2021/09/29,16:04:20,9,9.73,9.9,9.17,0,0,0,0,0,0,0,0
2021/09/29,16:04:25,9.05,9.62,9.84,9.21,0,0,0,0,0,0,0,0
2021/09/29,16:04:30,8.9,9.56,9.8,9.21,0,0,0,0,0,0,0,0
2021/09/29,16:04:35,8.97,9.55,9.77,9.21,0,0,0,0,0,0,0,0
2021/09/29,16:04:40,8.86,9.51,9.72,9.2,0,0,0,0,0,0,0,0
2021/09/29,16:04:45,8.8,9.51,9.91,9.14,0,0,0,0,0,0,0,0
2021/09/29,16:04:50,8.89,9.51,9.95,9.11,0,0,0,0,0,0,0,0
2021/09/29,16:04:55,8.91,9.54,10,9.06,0,0,0,0,0,0,0,0
2021/09/29,16:05:00,8.93,9.51,9.93,9.04,0,0,0,0,0,0,0,0
2021/09/29,16:05:05,8.86,9.54,9.82,9.03,0,0,0,0,0,0,0,0
2021/09/29,16:05:10,8.78,9.31,9.64,9.04,0,0,0,0,0,0,0,0
2021/09/29,16:05:15,8.65,9.26,9.61,9.03,0,0,0,0,0,0,0,0
2021/09/29,16:05:20,8.67,9.26,9.6,9.02,0,0,0,0,0,0,0,0
2021/09/29,16:05:25,8.56,9.4,9.64,9.13,0,0,0,0,0,0,0,0
2021/09/29,16:05:30,8.58,9.42,9.64,9.08,0,0,0,0,0,0,0,0
2021/09/29,16:05:35,8.84,9.4,9.78,9.04,0,0,0,0,0,0,0,0
2021/09/29,16:05:40,8.84,9.51,9.77,9.02,0,0,0,0,0,0,0,0
2021/09/29,16:05:45,8.8,9.49,9.74,9.02,0,0,0,0,0,0,0,0
2021/09/29,16:05:50,8.85,9.51,9.74,9.04,0,0,0,0,0,0,0,0
2021/09/29,16:05:55,8.67,9.54,9.71,9.04,0,0,0,0,0,0,0,0
2021/09/29,16:06:00,8.73,9.39,9.67,9.02,0,0,0,0,0,0,0,0
2021/09/29,16:06:05,8.53,9.35,9.6,8.99,0,0,0,0,0,0,0,0
2021/09/29,16:06:10,8.6,9.32,9.57,9.02,0,0,0,0,0,0,0,0
2021/09/29,16:06:15,8.53,9.29,9.53,8.99,0,0,0,0,0,0,0,0
2021/09/29,16:06:20,8.49,9.31,9.71,8.95,0,0,0,0,0,0,0,0
2021/09/29,16:06:25,8.56,9.29,9.77,8.91,0,0,0,0,0,0,0,0
2021/09/29,16:06:30,8.6,9.31,9.77,8.9,0,0,0,0,0,0,0,0
2021/09/29,16:06:35,8.55,9.31,9.61,8.84,0,0,0,0,0,0,0,0
2021/09/29,16:06:40,8.45,9.1,9.42,8.86,0,0,0,0,0,0,0,0
2021/09/29,16:06:45,8.51,9.15,9.56,8.83,0,0,0,0,0,0,0,0
2021/09/29,16:06:50,8.49,9.33,9.52,8.79,0,0,0,0,0,0,0,0
2021/09/29,16:06:55,8.58,9.28,9.52,8.77,0,0,0,0,0,0,0,0
2021/09/29,16:07:00,8.51,9.41,9.57,8.89,0,0,0,0,0,0,0,0
2021/09/29,16:07:05,8.59,9.24,9.54,8.93,0,0,0,0,0,0,0,0
2021/09/29,16:07:10,8.39,9.22,9.47,8.86,0,0,0,0,0,0,0,0
2021/09/29,16:07:15,8.46,9.19,9.43,8.86,0,0,0,0,0,0,0,0
2021/09/29,16:07:20,8.37,9.16,9.41,8.85,0,0,0,0,0,0,0,0
2021/09/29,16:07:25,8.35,9.16,9.54,8.81,0,0,0,0,0,0,0,0
2021/09/29,16:07:30,8.33,9.15,9.63,8.77,0,0,0,0,0,0,0,0
2021/09/29,16:07:35,8.48,9.16,9.62,8.72,0,0,0,0,0,0,0,0
2021/09/29,16:07:40,8.46,9.17,9.51,8.68,0,0,0,0,0,0,0,0
2021/09/29,16:07:45,8.44,9.15,9.62,8.67,0,0,0,0,0,0,0,0
2021/09/29,16:07:50,8.52,9.26,9.43,8.77,0,0,0,0,0,0,0,0
2021/09/29,16:07:55,8.46,9.1,9.43,8.74,0,0,0,0,0,0,0,0
2021/09/29,16:08:00,8.42,9.03,9.29,8.77,0,0,0,0,0,0,0,0
2021/09/29,16:08:05,8.32,8.97,9.23,8.76,0,0,0,0,0,0,0,0
2021/09/29,16:08:10,8.34,8.94,9.23,8.74,0,0,0,0,0,0,0,0
2021/09/29,16:08:15,8.24,8.99,9.17,8.72,0,0,0,0,0,0,0,0
2021/09/29,16:08:20,8.24,9.03,9.14,8.7,0,0,0,0,0,0,0,0
2021/09/29,16:08:25,8.38,8.99,9.3,8.69,0,0,0,0,0,0,0,0
2021/09/29,16:08:30,8.42,9.11,9.28,8.66,0,0,0,0,0,0,0,0
2021/09/29,16:08:35,8.42,9.06,9.26,8.62,0,0,0,0,0,0,0,0
2021/09/29,16:08:40,8.46,9.1,9.26,8.61,0,0,0,0,0,0,0,0
2021/09/29,16:08:45,8.3,9.11,9.23,8.61,0,0,0,0,0,0,0,0
2021/09/29,16:08:50,8.3,9.04,9.21,8.61,0,0,0,0,0,0,0,0
2021/09/29,16:08:55,8.37,8.94,9.12,8.62,0,0,0,0,0,0,0,0
2021/09/29,16:09:00,8.35,8.93,9.14,8.63,0,0,0,0,0,0,0,0
2021/09/29,16:09:05,8.14,8.9,9.16,8.55,0,0,0,0,0,0,0,0
2021/09/29,16:09:10,8.23,8.86,9.12,8.56,0,0,0,0,0,0,0,0
2021/09/29,16:09:15,8.08,8.88,9.31,8.52,0,0,0,0,0,0,0,0
2021/09/29,16:09:20,8.24,8.88,9.36,8.51,0,0,0,0,0,0,0,0
2021/09/29,16:09:25,8.05,8.83,9.34,8.45,0,0,0,0,0,0,0,0
2021/09/29,16:09:30,8.25,8.86,9.35,8.44,0,0,0,0,0,0,0,0
2021/09/29,16:09:35,8.29,8.98,9.24,8.49,0,0,0,0,0,0,0,0
2021/09/29,16:09:40,8.26,8.96,9.13,8.49,0,0,0,0,0,0,0,0
2021/09/29,16:09:45,8.26,8.78,9.16,8.47,0,0,0,0,0,0,0,0
2021/09/29,16:09:50,8.23,8.84,9.12,8.46,0,0,0,0,0,0,0,0
2021/09/29,16:09:55,8.18,8.74,9.01,8.47,0,0,0,0,0,0,0,0
2021/09/29,16:10:00,8.12,8.66,8.94,8.47,0,0,0,0,0,0,0,0
2021/09/29,16:10:05,8,8.67,8.98,8.45,0,0,0,0,0,0,0,0
2021/09/29,16:10:10,7.96,8.74,8.96,8.42,0,0,0,0,0,0,0,0
2021/09/29,16:10:15,7.96,8.72,8.97,8.4,0,0,0,0,0,0,0,0
2021/09/29,16:10:20,8.09,8.69,9.11,8.42,0,0,0,0,0,0,0,0
2021/09/29,16:10:25,8.15,8.73,9.08,8.36,0,0,0,0,0,0,0,0
2021/09/29,16:10:30,8.18,8.8,9.08,8.32,0,0,0,0,0,0,0,0
2021/09/29,16:10:35,8.18,8.93,9.04,8.42,0,0,0,0,0,0,0,0
2021/09/29,16:10:40,8.24,8.87,9.04,8.41,0,0,0,0,0,0,0,0
2021/09/29,16:10:45,8.09,8.87,9,8.4,0,0,0,0,0,0,0,0
2021/09/29,16:10:50,8.14,8.76,8.96,8.44,0,0,0,0,0,0,0,0
2021/09/29,16:10:55,8.04,8.71,8.91,8.46,0,0,0,0,0,0,0,0
2021/09/29,16:11:00,8,8.68,8.86,8.4,0,0,0,0,0,0,0,0
2021/09/29,16:11:05,7.92,8.68,8.86,8.4,0,0,0,0,0,0,0,0
2021/09/29,16:11:10,7.96,8.65,8.82,8.37,0,0,0,0,0,0,0,0
2021/09/29,16:11:15,7.91,8.65,9.04,8.33,0,0,0,0,0,0,0,0
2021/09/29,16:11:20,8.03,8.64,9.07,8.33,0,0,0,0,0,0,0,0
2021/09/29,16:11:25,8.03,8.67,9.07,8.26,0,0,0,0,0,0,0,0
2021/09/29,16:11:30,8.06,8.65,9.05,8.26,0,0,0,0,0,0,0,0
2021/09/29,16:11:35,7.95,8.67,9.04,8.23,0,0,0,0,0,0,0,0
2021/09/29,16:11:40,7.98,8.67,8.86,8.2,0,0,0,0,0,0,0,0
2021/09/29,16:11:45,7.89,8.5,8.97,8.17,0,0,0,0,0,0,0,0
2021/09/29,16:11:50,7.88,8.42,8.82,8.2,0,0,0,0,0,0,0,0
2021/09/29,16:11:55,7.87,8.43,8.96,8.17,0,0,0,0,0,0,0,0
2021/09/29,16:12:00,7.78,8.38,8.78,8.17,0,0,0,0,0,0,0,0
2021/09/29,16:12:05,7.71,8.32,8.74,8.16,0,0,0,0,0,0,0,0
2021/09/29,16:12:10,7.73,8.52,8.67,8.26,0,0,0,0,0,0,0,0
2021/09/29,16:12:15,7.84,8.52,8.82,8.22,0,0,0,0,0,0,0,0
2021/09/29,16:12:20,7.71,8.49,8.69,8.22,0,0,0,0,0,0,0,0
2021/09/29,16:12:25,7.88,8.46,8.84,8.15,0,0,0,0,0,0,0,0
2021/09/29,16:12:30,7.9,8.55,8.8,8.17,0,0,0,0,0,0,0,0
2021/09/29,16:12:35,7.94,8.59,8.8,8.14,0,0,0,0,0,0,0,0
2021/09/29,16:12:40,7.82,8.6,8.78,8.14,0,0,0,0,0,0,0,0
2021/09/29,16:12:45,7.95,8.57,8.87,8.15,0,0,0,0,0,0,0,0
2021/09/29,16:12:50,7.8,8.48,8.83,8.18,0,0,0,0,0,0,0,0
2021/09/29,16:12:55,7.65,8.42,8.87,8.13,0,0,0,0,0,0,0,0
2021/09/29,16:13:00,7.83,8.44,8.97,8.08,0,0,0,0,0,0,0,0
2021/09/29,16:13:05,7.79,8.42,8.97,8.1,0,0,0,0,0,0,0,0
2021/09/29,16:13:10,7.72,8.42,8.97,8.01,0,0,0,0,0,0,0,0
2021/09/29,16:13:15,7.72,8.44,8.79,8,0,0,0,0,0,0,0,0
2021/09/29,16:13:20,7.69,8.41,8.76,8.04,0,0,0,0,0,0,0,0
2021/09/29,16:13:25,7.64,8.26,8.79,7.96,0,0,0,0,0,0,0,0
2021/09/29,16:13:30,7.61,8.3,8.73,7.96,0,0,0,0,0,0,0,0
2021/09/29,16:13:35,7.59,8.2,8.69,7.96,0,0,0,0,0,0,0,0
2021/09/29,16:13:40,7.6,8.25,8.59,8.06,0,0,0,0,0,0,0,0
2021/09/29,16:13:45,7.53,8.22,8.52,8.03,0,0,0,0,0,0,0,0
2021/09/29,16:13:50,7.48,8.3,8.48,8.03,0,0,0,0,0,0,0,0
2021/09/29,16:13:55,7.68,8.29,8.66,8.02,0,0,0,0,0,0,0,0
2021/09/29,16:14:00,7.72,8.4,8.64,7.99,0,0,0,0,0,0,0,0
2021/09/29,16:14:05,7.71,8.41,8.62,7.99,0,0,0,0,0,0,0,0
2021/09/29,16:14:10,7.56,8.44,8.61,7.98,0,0,0,0,0,0,0,0
2021/09/29,16:14:15,7.61,8.36,8.57,8.03,0,0,0,0,0,0,0,0
2021/09/29,16:14:20,7.54,8.41,8.57,7.95,0,0,0,0,0,0,0,0
2021/09/29,16:14:25,7.61,8.28,8.52,7.99,0,0,0,0,0,0,0,0
2021/09/29,16:14:30,7.61,8.22,8.46,7.96,0,0,0,0,0,0,0,0
2021/09/29,16:14:35,7.55,8.3,8.52,8.03,0,0,0,0,0,0,0,0
2021/09/29,16:14:40,7.54,8.3,8.57,8.01,0,0,0,0,0,0,0,0
2021/09/29,16:14:45,7.55,8.27,8.49,8,0,0,0,0,0,0,0,0
2021/09/29,16:14:50,7.51,8.27,8.6,7.96,0,0,0,0,0,0,0,0
2021/09/29,16:14:55,7.45,8.27,8.71,7.94,0,0,0,0,0,0,0,0
2021/09/29,16:15:00,7.62,8.27,8.75,7.96,0,0,0,0,0,0,0,0
2021/09/29,16:15:05,7.59,8.3,8.76,7.89,0,0,0,0,0,0,0,0
2021/09/29,16:15:10,7.66,8.24,8.68,7.9,0,0,0,0,0,0,0,0
2021/09/29,16:15:15,7.56,8.27,8.7,7.87,0,0,0,0,0,0,0,0
2021/09/29,16:15:20,7.59,8.28,8.52,7.83,0,0,0,0,0,0,0,0
2021/09/29,16:15:25,7.55,8.21,8.53,7.85,0,0,0,0,0,0,0,0
2021/09/29,16:15:30,7.54,8.1,8.56,7.85,0,0,0,0,0,0,0,0
2021/09/29,16:15:35,7.55,8.14,8.5,7.8,0,0,0,0,0,0,0,0
2021/09/29,16:15:40,7.54,8.05,8.48,7.83,0,0,0,0,0,0,0,0
2021/09/29,16:15:45,7.44,8.01,8.35,7.82,0,0,0,0,0,0,0,0
2021/09/29,16:15:50,7.4,7.98,8.32,7.8,0,0,0,0,0,0,0,0
2021/09/29,16:15:55,7.34,8.05,8.27,7.8,0,0,0,0,0,0,0,0
2021/09/29,16:16:00,7.37,7.96,8.28,7.78,0,0,0,0,0,0,0,0
2021/09/29,16:16:05,7.32,8.05,8.25,7.78,0,0,0,0,0,0,0,0
2021/09/29,16:16:10,7.41,8.03,8.38,7.78,0,0,0,0,0,0,0,0
2021/09/29,16:16:15,7.54,8.03,8.41,7.75,0,0,0,0,0,0,0,0
2021/09/29,16:16:20,7.59,8.16,8.39,7.72,0,0,0,0,0,0,0,0
2021/09/29,16:16:25,7.63,8.16,8.39,7.72,0,0,0,0,0,0,0,0
2021/09/29,16:16:30,7.58,8.08,8.5,7.72,0,0,0,0,0,0,0,0
2021/09/29,16:16:35,7.36,7.88,8.23,7.72,0,0,0,0,0,0,0,0
2021/09/29,16:16:40,7.55,8.03,8.28,7.75,0,0,0,0,0,0,0,0
2021/09/29,16:16:45,7.51,8.08,8.49,7.65,0,0,0,0,0,0,0,0
2021/09/29,16:16:50,7.52,7.95,8.32,7.67,0,0,0,0,0,0,0,0
2021/09/29,16:16:55,7.59,8.12,8.31,7.63,0,0,0,0,0,0,0,0
2021/09/29,16:17:00,7.44,8.13,8.37,7.65,0,0,0,0,0,0,0,0
2021/09/29,16:17:05,7.45,8.06,8.37,7.64,0,0,0,0,0,0,0,0
2021/09/29,16:17:10,7.55,7.98,8.33,7.68,0,0,0,0,0,0,0,0
2021/09/29,16:17:15,7.45,8.03,8.34,7.64,0,0,0,0,0,0,0,0
2021/09/29,16:17:20,7.52,7.96,8.32,7.64,0,0,0,0,0,0,0,0
2021/09/29,16:17:25,7.3,7.95,8.27,7.61,0,0,0,0,0,0,0,0
2021/09/29,16:17:30,7.36,7.92,8.22,7.61,0,0,0,0,0,0,0,0
2021/09/29,16:17:35,7.33,7.92,8.34,7.58,0,0,0,0,0,0,0,0
2021/09/29,16:17:40,7.4,8,8.19,7.67,0,0,0,0,0,0,0,0
2021/09/29,16:17:45,7.4,8.01,8.32,7.66,0,0,0,0,0,0,0,0
2021/09/29,16:17:50,7.35,8,8.4,7.64,0,0,0,0,0,0,0,0
2021/09/29,16:17:55,7.5,7.98,8.44,7.63,0,0,0,0,0,0,0,0
2021/09/29,16:18:00,7.54,8.01,8.45,7.58,0,0,0,0,0,0,0,0
2021/09/29,16:18:05,7.5,7.98,8.43,7.62,0,0,0,0,0,0,0,0
2021/09/29,16:18:10,7.53,8,8.43,7.55,0,0,0,0,0,0,0,0
2021/09/29,16:18:15,7.45,8.01,8.38,7.55,0,0,0,0,0,0,0,0
2021/09/29,16:18:20,7.46,8.01,8.22,7.52,0,0,0,0,0,0,0,0
2021/09/29,16:18:25,7.42,7.94,8.31,7.55,0,0,0,0,0,0,0,0
2021/09/29,16:18:30,7.45,8,8.29,7.48,0,0,0,0,0,0,0,0
2021/09/29,16:18:35,7.42,7.9,8.27,7.52,0,0,0,0,0,0,0,0
2021/09/29,16:18:40,7.38,7.8,8.31,7.47,0,0,0,0,0,0,0,0
2021/09/29,16:18:45,7.32,7.75,8.13,7.49,0,0,0,0,0,0,0,0
2021/09/29,16:18:50,7.31,7.69,8.11,7.48,0,0,0,0,0,0,0,0
2021/09/29,16:18:55,7.36,7.78,8.24,7.47,0,0,0,0,0,0,0,0
2021/09/29,16:19:00,7.29,7.82,8.18,7.48,0,0,0,0,0,0,0,0
2021/09/29,16:19:05,7.33,7.9,8.2,7.4,0,0,0,0,0,0,0,0
2021/09/29,16:19:10,7.33,7.75,8.21,7.45,0,0,0,0,0,0,0,0
2021/09/29,16:19:15,7.31,7.82,8.15,7.45,0,0,0,0,0,0,0,0
2021/09/29,16:19:20,7.2,7.79,8.32,7.42,0,0,0,0,0,0,0,0
2021/09/29,16:19:25,7.32,7.78,8.33,7.41,0,0,0,0,0,0,0,0
2021/09/29,16:19:30,7.33,7.79,8.32,7.37,0,0,0,0,0,0,0,0
2021/09/29,16:19:35,7.13,7.75,8.28,7.35,0,0,0,0,0,0,0,0
2021/09/29,16:19:40,7.29,7.75,8.28,7.37,0,0,0,0,0,0,0,0
2021/09/29,16:19:45,7.29,7.76,8.27,7.33,0,0,0,0,0,0,0,0
2021/09/29,16:19:50,7.22,7.78,8.29,7.3,0,0,0,0,0,0,0,0
2021/09/29,16:19:55,7.25,7.78,8.11,7.27,0,0,0,0,0,0,0,0
2021/09/29,16:20:00,7.31,7.85,8.24,7.37,0,0,0,0,0,0,0,0
2021/09/29,16:20:05,7.28,7.85,8.09,7.37,0,0,0,0,0,0,0,0
2021/09/29,16:20:10,7.28,7.85,8.04,7.36,0,0,0,0,0,0,0,0
2021/09/29,16:20:15,7.26,7.71,8.06,7.33,0,0,0,0,0,0,0,0
2021/09/29,16:20:20,7.23,7.66,8.09,7.36,0,0,0,0,0,0,0,0
2021/09/29,16:20:25,7.24,7.71,8.04,7.32,0,0,0,0,0,0,0,0
